total_pop,pop_male,pop_female,pop_white,pop_black,pop_asian,pop_hispanic,pop_native_amer,pop_not_hisp_white,pop_not_hisp_black,pop_not_hisp_na,pop_not_hisp_asian,pop_not_hisp_nh_pi,pop_not_hisp_other,pop_not_hisp_two_more,pop_hisp_white,B03002_014,pop_hisp_na,pop_hisp_asian,pop_hisp_nh_pi,pop_hisp_other,pop_hisp_two_more,med_age,med_income,pop_below_poverty,pop_employed,month_housing_costs,pop_work_out_res_area,pop_rented,pop_owned,pop_occupied,total_hu,pop_under_18,total_families,pop_native_born,pop_foreign_born,pop_educ_lt_hs,pop_educ_hs,pop_educ_some_col,pop_educ_mt_ba,NAME,state,place
3973278,1966568,2006710,1944144,348701,468006,1909808,28732,1132606,334969,6037,460730,4938,17652,106538,811538,13732,22695,7276,1396,883402,169769,35.9,30225,658750,1893580,1686,1287139,2306526,1576486,3883012,1513791,668381,830131,2529680,1443598,601860,520611,658963,986144,"Los Angeles city, California",06,44000
